country,year,gender,age,nobs_res_1yr_log_chg,mean_res_1yr_log_chg,std_res_1yr_log_chg,skew_res_1yr_log_chg,kurt_res_1yr_log_chg,kelley_res_1yr_log_chg,crows_res_1yr_log_chg,nobs_res_5yr_log_chg,mean_res_5yr_log_chg,std_res_5yr_log_chg,skew_res_5yr_log_chg,kurt_res_5yr_log_chg,kelley_res_5yr_log_chg,crows_res_5yr_log_chg
DKK,2008,Male,35-44,324993.0,0.00236425,0.40811698,-2.2263986,19.322044,-0.287880610220311,9.912836732942381,306091.0,-0.00299792,0.50063298,-1.6155256,15.559247,-0.1063517342958898,7.990077919423969
DKK,2009,Male,35-44,315418.0,0.01402474,0.40468414,-1.8770342,19.638163,-0.0546455496030503,11.70938353607639,300177.0,0.01657911,0.50273831,-1.21881903,15.101738,0.0628493143477309,8.397562706831037
DKK,2010,Male,35-44,307544.0,0.032098,0.38475679,-1.10877014,20.10429,0.070061218841457,12.4201675924078,292738.0,0.03082224,0.5054495,-0.9454123200000002,14.854403,0.1094819369730936,8.576770524810179
DKK,2011,Male,35-44,303796.0,0.02774372,0.37913093,-1.16494173,20.38076,0.044253157018522,12.57121733915286,289473.0,0.03961115,0.4971209099999999,-0.9807545699999999,15.311873,0.1125362827286623,8.504034741017186
DKK,2012,Male,35-44,301707.0,0.03248608,0.3746129500000001,-1.39179,21.68206,0.0371484697239317,12.32737471236084,,,,,,,
DKK,2013,Male,35-44,300045.0,0.03803278,0.37138433,-1.3552621,22.023357,0.0726455836973584,12.09878083732508,,,,,,,
DKK,2014,Male,35-44,298604.0,0.03861759,0.36658157,-1.24673802,22.263311,0.0666370037505948,11.79743170711034,,,,,,,
DKK,2015,Male,35-44,294554.0,0.04575416,0.3694180400000001,-1.23494595,22.346965,0.0707818473435072,11.79204320307001,,,,,,,
DKK,2016,Male,35-44,,,,,,,,,,,,,,
DKK,1987,All genders,45-55,427387.0,0.02213505,0.3314266300000001,-2.4979864,26.102425,-0.1267560513109193,14.26204807064225,255319.0,0.00710205,0.4863577000000001,-2.189267333333333,15.39238666666667,-0.2408054574865208,10.17043194619233
DKK,1988,All genders,45-55,445946.0,0.02329987,0.33184855,-2.5303842,26.257684,-0.0905445725101728,15.82935091655893,268727.0,0.00795065,0.4946804833333333,-2.094126333333333,14.59669833333333,-0.3011086435543415,10.55303756135387
DKK,1989,All genders,45-55,467470.0,0.02552086,0.33262272,-2.2879334,26.254995,-0.0879020839293204,16.54841765194241,284648.0,0.01043135,0.4979669833333333,-2.127843833333333,15.47231333333333,-0.2352640961425642,10.77518496715798
DKK,1990,All genders,45-55,490375.0,0.02484294,0.3412871300000001,-2.5727629,25.700667,-0.1564871789398082,17.4028022611138,302828.0,0.0095941833333333,0.4934164833333334,-2.156647666666667,16.40756833333333,-0.1600524739033383,11.30643419192555
DKK,1991,All genders,45-55,507737.0,0.02667035,0.34349838,-2.506366000000001,25.510623,-0.1294696704914623,17.63079512256689,317741.0,0.01199205,0.4968583,-2.039274,16.32506333333333,-0.1186812441343156,11.70557400005544
DKK,1992,All genders,45-55,519273.0,0.02610457,0.36063514,-2.4738016,23.87702,-0.2116244613650071,18.94145695734252,326299.0,0.0146249333333333,0.48369835,-1.855431333333333,16.594435,-0.0404434920205217,11.45907536917496
DKK,1993,All genders,45-55,531241.0,0.03016415,0.37045896,-1.8574645,22.240042,0.0032257051973314,17.18496466360568,331271.0,0.0203308833333333,0.4775331666666666,-1.509515666666666,16.10004833333333,0.039944095026686,11.01920341598909
DKK,1994,All genders,45-55,545688.0,0.03270166,0.35382046,-1.8457407,24.293508,0.029778815956772,17.40964494615335,333916.0,0.0219217,0.4593698666666666,-1.370358,16.840925,0.0209135542016728,10.72708751783153
DKK,1995,All genders,45-55,557048.0,0.03907468,0.3448009,-2.0241243,25.411083,-0.0266944943262427,16.01677178103367,330126.0,0.0236482,0.4550539166666667,-1.338829333333333,16.93881166666667,0.0130519090259639,10.50198209466673
DKK,1996,All genders,45-55,564900.0,0.03872604,0.3281125,-1.8171666,26.669718,0.0539178157261926,16.06636617939184,325403.0,0.0243010333333333,0.4466288833333333,-1.308562166666666,17.188375,0.0289389982417668,10.26810263982628
DKK,1997,All genders,45-55,572530.0,0.04148332,0.32338411,-1.7596953,27.472363,0.0416168609620986,14.90386734140861,321308.0,0.021732,0.44535705,-1.429636166666667,17.67302333333334,-0.0089144781261681,9.99832684369086
DKK,1998,All genders,45-55,575493.0,0.0355934,0.3250891699999999,-1.8476342,26.966421,0.0378901218167594,15.10951441548417,318554.0,0.0156980833333333,0.45420185,-1.6768255,17.53065,-0.0751562963292299,10.44779935594123
DKK,1999,All genders,45-55,574000.0,0.03394369,0.32307832,-1.8040305,27.368895,0.0398849505526197,14.92603810703703,319656.0,0.0123973333333333,0.4585242999999999,-1.7708395,17.50711833333333,-0.1222998295733434,10.33963546282261
DKK,2000,All genders,45-55,571072.0,0.03247492,0.32423105,-1.8070461,27.729293,0.0178693442565891,14.34786526037654,321653.0,0.0113386166666667,0.4527026666666667,-1.760785833333333,17.78076833333333,-0.1204431715529322,10.00647885591026
DKK,2001,All genders,45-55,567711.0,0.0271364,0.32976417,-2.0091454,27.133782,-0.005671579582964,14.51837268770142,325778.0,0.0135387666666667,0.4399060833333333,-1.562345833333333,18.20848333333333,-0.0950420834168841,9.531380330531555
DKK,2002,All genders,45-55,563721.0,0.02209686,0.33338875,-2.4313729,27.904927,-0.1271825131191513,14.72769094117039,327300.0,0.0136689833333333,0.4341882000000001,-1.371176166666667,18.38731666666667,-0.0404829326468951,8.998147044145657
DKK,2003,All genders,45-55,561045.0,0.02674145,0.33453931,-2.2709638,27.844029,-0.066048270854551,15.53449486473088,324852.0,0.0167824833333333,0.4310368666666667,-0.9940563166666667,18.32568833333333,0.0304336623090537,8.685323822844252
DKK,2004,All genders,45-55,563679.0,0.03058426,0.32956186,-1.7095621,26.71789,0.0035303533514403,15.399505336306,325609.0,0.01150575,0.4602579833333333,-1.265554166666667,16.34913166666667,-0.0673799640970431,9.006169549456585
DKK,2005,All genders,45-55,570501.0,0.03420551,0.32394022,-1.4243088,26.951307,0.0730033309486554,13.80748847360909,326010.0,0.00626205,0.4745669666666667,-1.561005666666667,16.23103,-0.0991806546894684,9.282340316946343
DKK,2006,All genders,45-55,579610.0,0.02853982,0.32308713,-1.40562626,26.562036,0.0711301969477897,12.21213928645287,331023.0,0.0001841333333333,0.4666612666666667,-1.692075166666667,16.76012333333334,-0.1351419937506294,9.333250930313817
DKK,2007,All genders,45-55,589220.0,0.02197184,0.3157274099999999,-1.5953229,28.527034,0.0061370098510416,10.80435248854086,339195.0,-0.0054802666666667,0.46683135,-1.843524333333334,16.93632666666666,-0.181545998014657,9.293458841279666
DKK,2008,All genders,45-55,595308.0,0.00986312,0.35429125,-2.7342454,25.40949,-0.2635923733950018,11.05329142411185,347230.0,-0.0043145666666667,0.4711274166666666,-2.179696666666667,18.09488666666666,-0.1968916301805217,9.269565233457451
DKK,2009,All genders,45-55,597284.0,0.01321843,0.35646636,-2.352441,25.773499,-0.0645414651476583,14.24277177353748,356317.0,0.0069246833333333,0.4792851166666667,-1.7710025,17.09241166666666,-0.0813502051088641,10.41617385564319
DKK,2010,All genders,45-55,606599.0,0.02455561,0.34219972,-1.7889048,26.20099,0.0018542387817466,16.11680959213157,366400.0,0.0189908166666667,0.4809467833333333,-1.604821166666667,16.97016833333333,-0.0427119456832285,10.96016683525758
DKK,2011,All genders,45-55,614576.0,0.02275812,0.34226764,-1.8957033,27.486846,-0.0168438438265776,16.41651195543099,373086.0,0.0252940166666667,0.4794130333333333,-1.671927,17.39510333333333,-0.0334730585691785,10.82259531513641
DKK,2012,All genders,45-55,618772.0,0.02979116,0.34325941,-1.8836503,27.39203,0.0155155163277143,15.61321168642499,,,,,,,
DKK,2013,All genders,45-55,621687.0,0.03902781,0.33617992,-1.972203,27.624936,0.033828488797336,15.03130983870089,,,,,,,
DKK,2014,All genders,45-55,625010.0,0.03803545,0.3291121499999999,-1.8509302,28.093564,0.0192072317576481,14.98166658208382,,,,,,,
DKK,2015,All genders,45-55,630946.0,0.04132635,0.32577482,-1.8239585,28.481379,0.0207839500950429,14.26379050198502,,,,,,,
DKK,2016,All genders,45-55,,,,,,,,,,,,,,
DKK,1987,Female,45-55,203934.0,0.02429776,0.33634392,-2.1789057,22.216089,-0.0548645837463574,15.05615068149675,122326.0,0.0102394666666667,0.4885344666666667,-1.795774333333333,13.08596333333333,-0.0918138098685818,10.04301025091891
DKK,1988,Female,45-55,214076.0,0.02309277,0.33032552,-2.307676,23.296879,-0.0312647798399086,16.33770886821958,129634.0,0.00948335,0.48994895,-1.785217666666667,12.856245,-0.1571735760535484,10.45102162618796
DKK,1989,Female,45-55,225039.0,0.02402994,0.33230574,-2.2025492,23.887629,-0.0189274521561789,17.37495514043055,136026.0,0.0044796166666667,0.4983038666666667,-1.894238333333333,13.38734166666667,-0.1493806404524399,10.90904747017941
DKK,1990,Female,45-55,237839.0,0.02430707,0.33732562,-2.459939700000001,23.438949,-0.1095259630726815,18.15448779179917,144346.0,0.00048365,0.5019365499999999,-2.047122166666667,14.27646666666667,-0.1141692265126176,11.53590901864425
DKK,1991,Female,45-55,247009.0,0.02513451,0.33863073,-2.3400294,23.431513,-0.0712599351047623,18.98503743257736,152632.0,0.0032735,0.5026112666666667,-1.9376765,14.18937,-0.0764603776906217,12.02808445871471
DKK,1992,Female,45-55,253562.0,0.0257391,0.34973248,-2.3486532,22.82058,-0.1347726904359161,20.63062810748464,157715.0,0.0068322333333333,0.49192615,-1.864911166666667,14.94352333333333,-0.0267940744871928,11.82282453103173
DKK,1993,Female,45-55,259512.0,0.01953815,0.36598833,-1.9614878,20.514926,-0.0853113074747593,19.3719731297431,161436.0,0.0124276333333333,0.4772713833333334,-1.634799833333333,15.01247333333333,0.0258244792450396,11.29293872535323
DKK,1994,Female,45-55,263958.0,0.0248587,0.3572059100000001,-1.9928985,22.025142,-0.0256510588732749,18.75547968083311,163115.0,0.0193590166666667,0.4556928333333333,-1.370701666666666,15.436185,0.0465191749562728,10.91079528034968
DKK,1995,Female,45-55,269422.0,0.03833055,0.34497157,-1.8663899,23.057323,0.0085687093039681,16.73041657332822,162104.0,0.0233748333333333,0.453423,-1.2046003,15.28515166666667,0.0664660824482707,10.82261309808998
DKK,1996,Female,45-55,274523.0,0.03818098,0.33084422,-1.7742018,24.610039,0.0518673086032495,17.44783206268017,161256.0,0.0259395333333333,0.4432981166666666,-1.151372,15.49080666666667,0.090317866026622,10.69838934582305
DKK,1997,Female,45-55,279490.0,0.04252109,0.3217620900000001,-1.7842227,26.015966,0.0698661206808653,16.46906250581834,159825.0,0.0240118,0.4386200333333334,-1.236548166666666,16.44255666666666,0.0836252476209415,10.51345152655593
DKK,1998,Female,45-55,283005.0,0.03631941,0.32181467,-1.6805081,25.328316,0.0742765409139378,16.72544715362744,159463.0,0.0183858666666667,0.4439221666666667,-1.459706,16.49136166666667,0.0384845719385751,11.17500967097204
DKK,1999,Female,45-55,284176.0,0.0327986,0.31933918,-1.7277739,25.120929,0.0704053682622364,16.61820693082494,160325.0,0.0140590833333333,0.4466452833333334,-1.609014833333333,16.78689,-0.0233635051501147,11.05974259308039
DKK,2000,Female,45-55,284338.0,0.03203442,0.32040654,-1.6987411,25.968622,0.0810798909424847,15.68425717496146,161179.0,0.0121626,0.44249575,-1.5397275,16.96187333333333,-0.0369734433971053,10.95138424899637
DKK,2001,Female,45-55,283813.0,0.02628146,0.32161507,-1.8640967,26.316082,0.0577789951808436,15.98867741749615,163433.0,0.0139178666666667,0.4330074000000001,-1.426207833333333,17.09327666666667,-0.0292148611710961,10.45218575924623
DKK,2002,Female,45-55,282843.0,0.02132541,0.32169771,-2.4053637,28.141113,-0.077235822508067,16.03240004758885,164398.0,0.01277415,0.425361,-1.282682833333333,17.86109,-0.0037995948382955,9.656868584268818
DKK,2003,Female,45-55,281894.0,0.02492299,0.3221861499999999,-2.3626589,28.227252,-0.0463704053504949,16.5936526939164,163481.0,0.0156885166666667,0.4217428333333333,-0.9532972166666666,18.09580833333333,0.0694284390488421,9.068194499887511
DKK,2004,Female,45-55,282682.0,0.02785166,0.31774601,-1.8382158,27.45268,0.0185568130232629,16.89589866487094,164265.0,0.0132660666666667,0.436753,-1.0786735,17.073705,0.0204590576388975,9.388977288453756
DKK,2005,Female,45-55,285906.0,0.03032397,0.31576241,-1.5723283,27.462134,0.0809608306787976,15.16794281006883,164895.0,0.0094495666666667,0.44295335,-1.301414166666667,16.84611166666667,-0.0101396458934359,9.691346208873444
DKK,2006,Female,45-55,289879.0,0.02654862,0.31427225,-1.47149258,26.887808,0.0834149708474418,13.26428123677226,166886.0,0.00516045,0.4425388333333333,-1.511900666666667,17.16012666666667,-0.059516140475986,9.959531478172417
DKK,2007,Female,45-55,294786.0,0.02181388,0.30371829,-1.4805125,28.828296,0.0371119605905352,11.3352932737531,170435.0,-0.0016191166666667,0.4482526999999999,-1.883086333333333,17.80660833333333,-0.1282120581827013,10.01182833125904
DKK,2008,Female,45-55,299037.0,0.01388854,0.32010615,-2.6297942,28.354825,-0.1569223034094746,11.7039736164419,174299.0,-0.0024927,0.4522933,-2.2386895,18.50347333333334,-0.1598858770977749,9.907737991447194
DKK,2009,Female,45-55,301432.0,0.01340303,0.31909764,-2.4562243,28.893202,-0.0658349201841795,14.88929315937702,178999.0,0.00539905,0.46432555,-1.985328666666667,17.40194666666666,-0.1201155005203939,11.39711036261688
DKK,2010,Female,45-55,305443.0,0.0190011,0.31760732,-2.2171011,29.115751,-0.040133819756372,17.45814462188306,183877.0,0.0150204333333333,0.4657726166666667,-1.9086445,17.29862333333334,-0.0845821175989937,11.93384254717342
DKK,2011,Female,45-55,307618.0,0.02067292,0.32113655,-2.2076985,28.827239,-0.0153478581510817,18.35168677906396,186033.0,0.0238615,0.4721746333333334,-1.859157833333333,17.05542166666667,-0.0630117441903546,11.88349571896944
DKK,2012,Female,45-55,308211.0,0.02746368,0.32850961,-1.9804736,28.217284,0.0455061548082057,17.17345404805464,,,,,,,
DKK,2013,Female,45-55,308585.0,0.03928372,0.32256293,-2.1145893,27.972362,0.0429660300565014,16.55148484805169,,,,,,,
DKK,2014,Female,45-55,309538.0,0.0381522,0.31715382,-1.9484164,28.108802,0.0196220226807828,16.92255459623239,,,,,,,
DKK,2015,Female,45-55,311075.0,0.04230587,0.31693509,-1.9887229,28.67301,0.021129533787777,15.89161981302891,,,,,,,
DKK,2016,Female,45-55,,,,,,,,,,,,,,
DKK,1987,Male,45-55,223453.0,0.02012233,0.32678463,-2.8119506,29.98033500000001,-0.1890633873262152,13.40900633385225,132993.0,0.0042021666666667,0.4842195666666667,-2.556884666666666,17.53752166666667,-0.3770316809982793,10.36839951128622
DKK,1988,Male,45-55,231870.0,0.02346881,0.33316865,-2.727014399999999,28.85753,-0.1410477344667428,15.48196047663777,139093.0,0.00650625,0.4990236833333333,-2.3646005,16.07422833333333,-0.430202754692412,10.81624376526919
DKK,1989,Male,45-55,242431.0,0.02688719,0.33284014,-2.3596316,28.402805,-0.1482937969905212,16.05265214196046,148622.0,0.0158029333333333,0.4976021833333333,-2.342908833333333,17.411245,-0.3132899075739096,10.8514584377971
DKK,1990,Male,45-55,252536.0,0.02533094,0.34491203,-2.6681074,27.601505,-0.2018631745725582,16.91204135371942,158482.0,0.0177996,0.4853797833333334,-2.262074666666666,18.59329333333334,-0.2108793830467927,11.10999646561508
DKK,1991,Male,45-55,260728.0,0.02808601,0.34800241,-2.6493982,27.227973,-0.1801920783634942,17.07816756489062,165109.0,0.0199639166666667,0.4913722166666667,-2.135701166666667,18.46943,-0.1584477648959418,11.4107167527662
DKK,1992,Male,45-55,265711.0,0.02644085,0.3706762,-2.5669088,24.517739,-0.2914417382447597,18.06786217007153,168584.0,0.02186985,0.4758416833333333,-1.8372105,18.26433333333333,-0.0587682408845196,11.13131310367399
DKK,1993,Male,45-55,271729.0,0.04016739,0.3743803299999999,-1.769819,23.759057,0.0737008159094491,15.47015457292879,169835.0,0.0277623,0.4777027666666667,-1.391187166666667,17.12562166666667,0.0487715720281105,10.73191321246397
DKK,1994,Male,45-55,281730.0,0.0399133,0.35047119,-1.7000816,26.551455,0.0752305035677098,16.19472831174178,170801.0,0.0243526333333333,0.4627474499999999,-1.372511166666667,18.10444666666666,-0.0031237651913295,10.55142497860797
DKK,1995,Male,45-55,287626.0,0.03982502,0.34451972,-2.1745521,27.647747,-0.0554462926274891,15.61386646560288,168022.0,0.0239254833333333,0.4565313666666667,-1.464647666666667,18.48909166666667,-0.0358846803566612,10.25568607394596
DKK,1996,Male,45-55,290377.0,0.03929896,0.32541124,-1.8619241,28.76918000000001,0.0570889637797869,14.78522348167619,164147.0,0.0226813166666667,0.4497667333333333,-1.453084833333333,18.74976333333333,-0.0276786504000634,9.851261962482818
DKK,1997,Male,45-55,293040.0,0.04054428,0.32480137,-1.7343269,28.769941,0.0183090831559135,13.49118455981677,161483.0,0.0194825333333333,0.4518325,-1.600619333333333,18.712295,-0.0963154830792439,9.557678222015653
DKK,1998,Male,45-55,292488.0,0.03494296,0.3281244,-1.9976667,28.369949,0.0058247932391881,13.90554930016815,159091.0,0.0130038166666667,0.46421915,-1.8633315,18.32867,-0.185574712820461,9.919038699610125
DKK,1999,Male,45-55,289824.0,0.03507296,0.32667011,-1.8769144,29.367848,0.0103245980234839,13.60851157380078,159331.0,0.0107233666666667,0.4701556166666667,-1.90562,17.99190666666667,-0.2175410136149425,9.816499194740803
DKK,2000,Male,45-55,286734.0,0.03291256,0.3278898,-1.9026157,29.255098,-0.03823133980027,13.23083185706818,160474.0,0.0105139833333333,0.4627107666666666,-1.952507666666667,18.39480333333333,-0.209187678038203,9.327422090934068
DKK,2001,Male,45-55,283898.0,0.02799223,0.3376662300000001,-2.1313715,27.684885,-0.0642194458194324,13.58790324626498,162345.0,0.0131577333333333,0.4466763,-1.687852833333334,19.17260833333333,-0.1644351564139412,8.794250323055394
DKK,2002,Male,45-55,280878.0,0.02287489,0.3447266,-2.4461789,27.489619,-0.177577611151465,13.77355860094926,162902.0,0.0145757333333333,0.4428741833333333,-1.4498475,18.78875666666667,-0.0785799007299065,8.435618854629466
DKK,2003,Male,45-55,279151.0,0.02857828,0.34651043,-2.1912158,27.319539,-0.0861570661244181,14.63034306305109,161371.0,0.0178910333333333,0.4401994,-1.0276579,18.46641166666667,-0.0098556938177892,8.33143233708727
DKK,2004,Male,45-55,280997.0,0.03333172,0.3409481799999999,-1.5974428,25.906659,-0.0105856924802046,14.0682660413363,161344.0,0.0097188833333333,0.4829379499999999,-1.390654666666667,15.54890333333333,-0.166560243875366,8.70922260596439
DKK,2005,Male,45-55,284595.0,0.03810313,0.33182149,-1.29486908,26.436022,0.0635491658639569,12.65122819247178,161115.0,0.00299895,0.5048368,-1.718953,15.38929833333333,-0.1976050962199392,9.01470625432346
DKK,2006,Male,45-55,289731.0,0.03053701,0.33162988,-1.34995484,26.181747,0.0556914107502451,11.26782249039498,164137.0,-0.00487595,0.4898673,-1.808965,16.17168166666666,-0.2146026691405411,8.826924117121431
DKK,2007,Male,45-55,294434.0,0.02213427,0.32728176,-1.6806458,28.038416,-0.0268980896568127,10.46439373015556,168760.0,-0.0093818,0.4848314333333333,-1.8013915,16.10459333333333,-0.2325880272099116,8.663407888715897
DKK,2008,Male,45-55,296271.0,0.00580373,0.38561214,-2.7319554,22.706597,-0.381203298494917,10.72761453841287,172931.0,-0.0061472666666667,0.4893381833333333,-2.123170166666667,17.59411166666667,-0.2318978693473633,8.61912028835436
DKK,2009,Male,45-55,295852.0,0.01303598,0.39089004,-2.2397598,22.911708,-0.0716369419570636,13.20003191685715,177318.0,0.0084723666666667,0.49390705,-1.586309666666667,16.71969,-0.0395271880270814,9.563563277869756
DKK,2010,Male,45-55,301156.0,0.03020281,0.36537637,-1.4961084,23.744668,0.0403599190813673,14.48339248073768,182523.0,0.02299335,0.4957227333333333,-1.348334166666667,16.57842,0.0092317742251159,10.07991539589158
DKK,2011,Male,45-55,306958.0,0.02485451,0.36218308,-1.6652946,25.982781,-0.0128105673747172,14.59187104958118,187053.0,0.0267155333333333,0.4864859833333333,-1.4990935,17.647485,0.0012830609544009,9.945299900344184
DKK,2012,Male,45-55,310561.0,0.03211324,0.35727257,-1.7996006,26.463016,-0.0086051713188272,14.20852762767096,,,,,,,
DKK,2013,Male,45-55,313102.0,0.03878778,0.34905452,-1.8563568,27.072,0.036865451836084,13.64447098600963,,,,,,,
DKK,2014,Male,45-55,315472.0,0.03793011,0.34038366,-1.7632338,27.818394,0.0248614918792805,13.38998223976765,,,,,,,
DKK,2015,Male,45-55,319871.0,0.04038793,0.3341063300000001,-1.6804645,28.157394,0.0326711745133383,12.93240315155634,,,,,,,
DKK,2016,Male,45-55,,,,,,,,,,,,,,
FRA,1991,All genders,25-34,188471.0,0.05787186,0.55496961,-1.0712134,11.673402,-0.050583862,14.566724,164061.0,0.03088554,0.66260308,-0.85038227,9.3149624,-0.019000661,9.4263954
FRA,1992,All genders,25-34,183448.0,0.063775279,0.55574429,-1.0455475,11.205613,-0.076609902,13.735638,165806.0,0.041691359,0.68078715,-0.73186928,8.7385349,0.042420536,8.9060125
FRA,1993,All genders,25-34,154167.0,0.11455406,0.57040095,-1.4036121,11.581788,-0.16875903,14.565434,170258.0,0.069945998,0.6425752,-0.67159748,9.3863497,0.081860416,9.1062031
FRA,1994,All genders,25-34,155844.0,0.10613402,0.57434434,-0.31734717,9.6982203,0.203559,10.756381,140823.0,0.078589216,0.70238352,-0.27994838,7.8218474,0.24391063,7.1176004
FRA,1995,All genders,25-34,194145.0,0.069268063,0.52800244,-1.0503716,11.710384,-0.026206288,13.463934,179739.0,0.075793259,0.64990842,-0.54249257,8.9048529,0.15808162,7.8487577
FRA,1996,All genders,25-34,189996.0,0.099897079,0.54345888,-0.82422447,10.645229,0.070344307,11.467539,174053.0,0.079895176,0.69617623,-0.37092391,7.7639322,0.22304505,6.6977615
FRA,1997,All genders,25-34,199263.0,0.093110181,0.51791507,-0.75877988,11.179068,0.091320984,12.036455,176910.0,0.083776638,0.68032342,-0.57344013,8.25492,0.16719088,7.2903476
FRA,1998,All genders,25-34,197992.0,0.10400656,0.55025882,-0.72522384,9.8437529,0.091498725,10.046945,162960.0,0.05244134,0.74339962,-0.75005496,7.2563901,0.062859952,6.9545989
FRA,1999,All genders,25-34,205675.0,0.091937885,0.5319792,-0.69306004,10.457664,0.1160581,10.673123,174037.0,0.043224219,0.70475346,-0.79286397,7.7871437,0.024725206,8.0019588
FRA,2000,All genders,25-34,203042.0,0.084509939,0.56202972,-0.67537862,9.6012192,0.090557814,10.028471,177077.0,0.026316781,0.71895415,-0.7264148,7.4349957,0.03338246,7.5662785
FRA,2001,All genders,25-34,201837.0,0.062792778,0.55719447,-0.93394858,10.283545,-0.040576302,12.105039,183204.0,0.053448819,0.67513239,-0.75633162,8.1857576,0.0015693428,8.4510164
FRA,2002,All genders,25-34,368713.0,0.03527591,0.59709549,-1.2253296,9.4935265,-0.19000061,13.020343,365013.0,0.063128613,0.67205745,-0.67234617,8.0557938,0.057611622,8.0834484
FRA,2003,All genders,25-34,351554.0,0.053511061,0.58476526,-0.87063277,9.2576218,-0.06439089,13.724614,329044.0,0.080297992,0.68262124,-0.46976969,7.6846995,0.13025711,7.6903429
FRA,2004,All genders,25-34,356526.0,0.072083339,0.58142185,-0.71958888,9.3111992,-0.010723342,12.843817,328231.0,0.073508941,0.68987823,-0.55990505,7.6603255,0.072104573,8.0143671
FRA,2005,All genders,25-34,374735.0,0.10800384,0.55487114,-0.68668276,9.6720743,0.042963848,12.023759,340530.0,0.071048431,0.68345904,-0.66842735,7.8265004,0.0542918,8.1194277
FRA,2006,All genders,25-34,406521.0,0.088553399,0.55202907,-0.69610453,9.4974833,0.066520803,11.33186,364671.0,0.0488552,0.68563795,-0.71788228,7.7092581,0.028591383,8.1038637
FRA,2007,All genders,25-34,418137.0,0.070999935,0.5466131,-0.8117466,9.4497032,-0.0071391887,11.162577,365347.0,0.030714501,0.67650533,-0.76063877,7.769681,-0.02090179,8.1303225
FRA,2008,All genders,25-34,408940.0,0.04726306,0.55843186,-1.0585728,9.3808308,-0.16534306,12.170197,366488.0,0.033145301,0.6759097,-0.8670733,7.8181195,-0.047678228,8.0856056
FRA,2009,All genders,25-34,412195.0,0.080859892,0.55139542,-0.83448553,9.3690863,-0.025105823,12.806475,367721.0,0.05406981,0.67681944,-0.75847411,7.7181778,0.020575993,8.0027657
FRA,2010,All genders,25-34,419447.0,0.078112282,0.55427849,-0.75267231,9.1438494,0.022051737,11.812277,372717.0,0.050921448,0.68502504,-0.76413679,7.6103868,0.016278366,7.7536907
FRA,2011,All genders,25-34,418811.0,0.063423418,0.55343425,-0.86633515,9.2570553,-0.032199644,11.959409,386275.0,0.051595639,0.68172216,-0.79545575,7.6427979,0.011556396,7.6836901
FRA,2012,All genders,25-34,415298.0,0.07594759,0.55219412,-0.93464899,9.2966003,-0.025903068,11.20013,,,,,,,
FRA,2013,All genders,25-34,420064.0,0.08102946,0.55229133,-0.87878734,9.2313719,-0.011977179,11.676306,,,,,,,
FRA,2014,All genders,25-34,414884.0,0.084675208,0.5545373,-0.84131843,9.0483675,-0.0015240007,11.621547,,,,,,,
FRA,2015,All genders,25-34,417191.0,0.088370197,0.56397098,-0.80101037,9.0029535,0.036583565,11.179003,,,,,,,
FRA,2016,All genders,25-34,,,,,,,,,,,,,,
FRA,1991,Female,25-34,81364.0,0.081203021,0.58286798,-1.0893532,10.01203,-0.1062684,13.217179,68379.0,0.064892583,0.70071656,-0.85541004,7.9140673,-0.078192927,8.9853878
FRA,1992,Female,25-34,80326.0,0.079452701,0.57607001,-0.95913458,9.4908304,-0.11094254,12.165338,69742.0,0.061468299,0.72383153,-0.7590735,7.5029407,-0.051680863,8.4627533
FRA,1993,Female,25-34,67716.0,0.12060008,0.57716656,-1.2182766,10.336687,-0.16281877,12.25201,71166.0,0.091733478,0.68726474,-0.7569598,8.0933123,-0.033546742,8.7257252
FRA,1994,Female,25-34,69162.0,0.12055946,0.58861196,-0.59654671,8.8694353,0.041522145,11.743752,60341.0,0.10096312,0.73714042,-0.55203485,7.2813196,0.081798628,7.7556896
FRA,1995,Female,25-34,83659.0,0.085196242,0.55852795,-1.0678204,9.8163853,-0.12009228,12.573378,75363.0,0.10440772,0.70290649,-0.70326817,7.653883,0.01791615,7.9757628
FRA,1996,Female,25-34,82305.0,0.11033378,0.57187676,-0.87600368,8.9980068,-0.030524673,10.799251,73232.0,0.10559112,0.75254065,-0.56255442,6.7066975,0.075398944,6.9610004
FRA,1997,Female,25-34,85498.0,0.11233624,0.54985434,-0.84677118,9.4698696,-0.028485917,11.633203,73995.0,0.11667062,0.73737139,-0.72838497,7.1383634,0.038263738,7.4608312
FRA,1998,Female,25-34,85877.0,0.12242032,0.58578783,-0.79628736,8.2605495,-0.032043844,9.777977,68413.0,0.070579484,0.78834081,-0.75517261,6.2688885,-0.019653231,6.672657
FRA,1999,Female,25-34,88795.0,0.11303168,0.5800885,-0.78525293,8.5989857,0.002837061,10.291659,73022.0,0.063636519,0.75563419,-0.7627961,6.5708938,-0.03000205,7.1730633
FRA,2000,Female,25-34,88951.0,0.1050294,0.60157919,-0.71526289,7.9779453,0.012749439,9.2010212,76030.0,0.038393382,0.77181703,-0.71125877,6.2735872,-0.034811515,6.6898313
FRA,2001,Female,25-34,88453.0,0.087616302,0.60356939,-0.86201423,8.3619938,-0.087785594,10.447392,79074.0,0.07097844,0.73336482,-0.67615193,6.7258739,-0.050222784,7.3759298
